pH,Turbidity,DO,TDS,Temperature,WQI
7.17708310911995,0.4262402176909719,7.375852486567482,219.94259317020087,26.530397271896604,93.70736940846132
8.577054353756559,3.326781938819704,4.37700281812113,840.5663842542942,36.70362664824005,51.61130265690464
5.28583270377002,8.845088816672979,3.3701592363186896,1201.5890784080796,41.458229536139065,20.148558488165698
9.114995287771416,3.841109697831965,4.50836833475892,902.3956484565289,33.51817750981276,48.90869972060008
6.0863011877740325,1.3350248359077619,7.19415988458002,320.7077179807076,28.352968367325907,90.9024520322722
4.918989001379806,14.343069271011311,1.4792851389163997,1878.4903936421865,43.957848013730846,7.98697341458084
6.751694727301274,0.6537094113047669,7.242122762961444,411.97781186216906,27.89282924936228,90.83997749044161
6.814943628735778,3.5003414094787413,5.512852000612584,660.4550309166224,30.440294107556724,57.163969618499884
9.72029140266845,9.675334344039802,2.533248986262672,1476.6448296604613,38.53242405242927,15.072126782939256
8.293553089609569,0.41892909628171177,7.438377433383179,262.89315787326194,25.286658178673317,91.79008606978155
5.599972010956729,8.084922348624515,2.324217064673922,1209.6660162377234,37.26585918803666,18.590355658004036
6.5813414677942745,3.8854315507320196,5.397074593520163,704.4436503065872,29.108780055055835,53.31172617296452
7.67501336445886,0.0,7.345417907697629,295.32828803418505,23.433709983107487,97.63456561555518
7.159918818719049,0.11635231273971208,8.268773185447209,217.14685404291438,28.27723414290757,92.69801887197886
10.006762548567863,10.062473917145038,2.7265977945591167,1548.0391995656896,35.898881018766495,12.961567816980931
8.868794238530395,4.856333856419284,4.774934190586975,757.4684179152574,35.56068562323289,48.75040401979402
8.349960280972418,0.40603971044980125,7.4140507282699835,259.67438538294454,28.496673769569487,88.05710168265598
8.896090579914564,4.332375135976534,5.1936925769847795,795.1177675210264,36.10946266996359,50.4198782548041
9.832714590781013,10.427188482553605,2.664161305970065,1491.4559794266945,38.96650647587877,14.69534319109128
9.514026105814315,10.699000765601632,1.3881172456817852,1448.3396868628452,39.61155817107033,13.006284742734623
6.188570125197812,3.3798454659275823,6.001282779707738,711.1411316929251,31.838976964994853,53.293118159863916
9.57875086725555,9.607918070820084,2.311697960350087,1556.0594071284952,43.20019569364096,18.05666312697249
9.688858875266543,9.597842120170004,2.85814217230504,1468.4211135417333,40.50633047607596,16.64068802522491
5.9956936600307555,2.4349386851550565,5.599853790315596,571.5897315301795,17.214914883538054,59.384239010176984
8.980035685238983,3.8023924991079747,4.560989719346217,947.4122162567388,31.106135860394282,51.8816028511828
6.372570303883553,0.893774148643472,6.679161183590158,479.37003012077685,28.799993105887214,90.33171805359734
5.842846844354506,8.375966516343388,3.316412778817219,1154.5306272602631,40.8055886218722,17.19629787441544
5.55969895413758,8.083054571968942,3.281670848992454,1256.055743997456,38.07462234932432,19.000649350104037
6.5912199390046515,2.976425086110021,5.434215303335399,721.5283692030954,30.496244948824984,58.07306831263634
6.958448474477137,1.0384240723288403,6.632129032909719,190.29052994538554,24.08244308762645,92.29498262111855
6.9662842787079935,0.32759243466635246,7.845939689319565,257.49031534705426,27.09765572280211,97.54499308781556
9.637365523100005,9.15785631081706,2.6307380895880055,1495.9440522920656,40.935589506526306,16.472244701338514
9.596412895724438,9.760730849788523,2.7076248894419703,1451.1262681530632,41.092256706387104,13.413007083329378
8.926374213607295,4.423419972734583,5.013738885381514,761.5792287180964,35.990335330317215,53.87473482850736
6.067577536048529,3.2895447280356036,4.981266461132811,567.1394145894456,16.468509362587486,57.8111634757279
6.018802815048593,2.5449280814566912,5.771537548210479,599.0402224799585,18.13303654792136,56.735878484225886
8.242739380715996,0.7826739078862004,7.453735706201018,294.76272258477843,23.949754297739982,95.82554254271841
7.385869941653432,0.7053653316345466,8.084695253413958,258.0525739298294,26.74855636096229,91.3229863363949
6.230618247644198,2.1098283229711425,6.212291775258089,612.6239894171792,18.800437940814074,56.430976212373395
6.21378828081468,3.378708481855103,4.7203182699617425,722.3848133197506,33.08891973905492,52.811011278330206
9.787515745952613,10.02583048842554,2.591629875282281,1553.715900635778,40.44867931355616,16.808035109522628
9.101887842764333,3.711554065238426,5.134276844826057,793.5146572671191,35.05960835583056,54.8831372413158
8.59129858664554,3.457904304488838,4.987828727339373,885.7051749860046,33.69234794560327,50.25414064652087
6.85879081741458,0.3358319405951562,7.626551345024923,226.84045283466293,25.848587463004204,96.55163921255014
6.045422217187434,2.3536572705123615,5.252735820526549,644.9255852275783,16.348334453523904,61.6927918411985
9.52438548410949,9.779618344101117,1.6996871040146404,1535.07938655286,41.12688360250282,13.906347693789309
8.769452480271871,4.48340478549206,4.787291530881298,951.8928775118349,33.448906043208545,50.93085047595298
8.503422667854725,3.4482053413921143,4.8719576604613914,919.60011431723,35.83663321200463,48.858998792753646
5.475046279579221,3.7296487827054694,5.883737012698301,732.5634783988677,31.578660146389673,52.83081783546081
8.8812527732059,4.150959131524639,4.371257279107009,841.3360354113051,36.976470633738955,49.06332687693181
5.452397948356224,8.626183548330388,3.2215073851261726,1182.3787872468135,38.9775866310533,17.46857469566082
4.534187925906487,14.833710310075062,2.0812560788944197,2124.9215241860747,41.54398854638056,7.1860450757920225
6.947279855238961,0.7052379219472281,7.720038022811078,231.99839426725697,24.84012592817415,93.33948962192562
7.338546892750923,0.8919234701556923,7.170703767743007,224.24248596770974,25.717625748882398,96.54699790908832
8.758463204804869,3.387850881855317,4.71639069708559,807.473977289535,32.838953100390555,53.17715680884122
6.915325043752549,1.373681598957779,7.872876625704154,238.1722356390527,28.27124029436589,92.78741297517674
6.868324587295812,0.9334730829552935,7.352068364582195,233.60317388112475,26.349309361277935,93.24343837534197
6.415429564475505,4.283797210439484,4.728885783403059,665.9869206403046,28.64108143599642,53.78987384801619
7.710057829464887,0.9124141709382414,7.170145774438456,144.88294445238236,28.075174115523133,93.85503038757115
7.889318783186381,1.2405294460287166,7.018919497251491,334.7334562059292,24.126970273468913,94.14336074778117
6.30042087306902,2.271321465517855,5.1898694471552345,656.0519631922461,18.347538403914545,56.298470302624544
5.908697952976809,3.7123996567383926,4.765443248848982,725.081984113043,30.443637043249,57.42309651382352
7.184439340869029,0.43183457876715803,8.359821305493124,341.67422885884906,24.49820105807783,90.91212661069481
4.58250364825296,14.836211543475443,1.1573459301529359,1981.3663863563413,44.37003927590482,7.459382546232889
6.2682959847893915,2.4420400022645037,5.709456132860659,675.0866058449825,30.268973630447988,55.41671059191856
5.3033369264236505,14.588394874262956,2.0917247266153116,1934.964911512293,41.569302630343444,11.985914260905929
6.878353042092352,1.5116004866739932,6.720006840577288,348.5416544627033,28.993625014271842,88.3180372020269
6.9879705631042786,0.6816436381719942,7.229905196446148,189.0945696024809,26.954498405353892,97.98549408888208
7.18069870578625,0.27241410802311805,7.906251153597788,259.37296910444553,26.104914773778887,96.5596572815101
9.41728934212374,10.47034807191134,2.6984659622391747,1502.2133986674557,40.38307859888966,13.880515052809036
6.3672225670553555,3.816108157015925,5.472935512823864,747.3288501786693,33.208103289843244,54.17994117692218
8.941865600022709,10.432121807367114,2.271450299033089,1509.8281773821232,42.01600800858652,13.900790830670331
5.686808148000522,2.3955197563339845,5.4485970076576775,649.4684719141065,16.98578421173478,55.65791629164829
5.573891894419379,3.2076911346714003,5.187576426851639,654.5158291509083,30.126987250420807,53.66444088706223
4.740774246744707,14.844737122178863,1.6940825592981543,2047.6721213126482,44.26118279532806,9.788729514605206
4.053427043212556,14.745275671664492,1.7224343097367056,1941.8863258294282,40.48781814236538,11.734566820173995
6.099059602249678,2.4973162638032593,5.211892912635785,523.6450542508566,19.91826586065096,59.14068425361272
5.866971174529489,2.3648648161626955,6.145147348282851,647.3309154165219,19.869309414673246,58.73985122600878
9.176277349979607,10.294569679513986,3.1067251468519497,1517.8919174335513,34.91300363408905,18.97426194134021
4.650244128767137,8.008445358121241,2.423407175356089,1189.5273717175462,35.19087148586072,17.167004729841064
6.596956522001268,2.6754712524478537,6.150552162267453,574.869019308412,17.402806524780747,58.54805470534417
6.106800788767508,2.6089987053330685,5.716563027549035,672.0858380475026,19.568255181729402,58.6211825177454
9.176859231824105,4.593856692069227,4.473636185940578,792.3146838184819,34.99326922995979,53.27020002319585
9.950227937190293,10.425110871056747,2.360539146236856,1482.5371147840785,39.35672989756524,19.153495967121682
5.187211654593639,15.698173751955922,1.696006429898918,2001.4214131855858,40.13169158590092,12.961772581306665
8.847956917599221,3.486162429537021,5.30628313634588,806.691257589275,35.938914401053474,52.85438872374337
6.53475245601687,0.0,6.823907134949313,447.47614589805045,25.972388134720273,91.69586434670653
9.229182663626407,9.897059098978065,2.25136182977943,1495.2557121903462,40.547812000963646,13.605334122824948
5.450339383105697,8.397249145378154,3.684722747011802,1167.722406765251,40.784190488242366,19.436942580271356
7.4144236949666835,0.3831379710741373,7.782983084345752,288.8465846177414,29.215830122238316,97.7069072952424
